PELÍCULA;;;;;;COMENTARIOS;;
Título;Año;Estrellas;Género;Duración;Reseña;ComTexto;Calificación;ComFechaHora
RoboCop (2014);2014;0;Acción-Ciencia ficción;108';"Es el a&ntilde;o 2028 y OmniCorp es la compa&ntilde;ía líder mundial en tecnología robótica, una tecnología que gana guerras en todo el mundo. Alex Murphy (Joel Kinnaman) es un esposo, padre y policía que hace todo lo posible para detener la ola de crimen y corrupción en Detroit cuando cae gravemente herido en el cumplimiento de su deber. OmniCorp utilizará su extraordinaria robótica para salvar la vida de Alex en busca de una nueva oportunidad de imponer su poder. Es así que Alex regresa a la acción convertido en RoboCop: mitad hombre, mitad robot.";La pelicula me parecio buena tomando en cuenta ,los avances tecnicos de ahora,la historia no respeta la historia original ,pero vi toda la saga y esta esta bien,mi unica critica es que no le daria ,la categoria apta todo publico,es muy violenta y aunque no hay sangre ,tiene esenas que no serian aptas,y ya que los chicos se aburren y se ponen pesaditos...guerrilla de pop...lo sufri y solo fui con mi señora;4;2014-03-02 09:31:38.000
RoboCop (2014);2014;0;Acción-Ciencia ficción;108';"Es el a&ntilde;o 2028 y OmniCorp es la compa&ntilde;ía líder mundial en tecnología robótica, una tecnología que gana guerras en todo el mundo. Alex Murphy (Joel Kinnaman) es un esposo, padre y policía que hace todo lo posible para detener la ola de crimen y corrupción en Detroit cuando cae gravemente herido en el cumplimiento de su deber. OmniCorp utilizará su extraordinaria robótica para salvar la vida de Alex en busca de una nueva oportunidad de imponer su poder. Es así que Alex regresa a la acción convertido en RoboCop: mitad hombre, mitad robot.";Me pareció aceptable, algunos momentos bien logrados, obvio es mejor el original por supuesto eso no se discute, pero dentro de los remake que hay éste es uno que se puede ver.;3;2014-03-01 17:47:56.000
RoboCop (2014);2014;0;Acción-Ciencia ficción;108';"Es el a&ntilde;o 2028 y OmniCorp es la compa&ntilde;ía líder mundial en tecnología robótica, una tecnología que gana guerras en todo el mundo. Alex Murphy (Joel Kinnaman) es un esposo, padre y policía que hace todo lo posible para detener la ola de crimen y corrupción en Detroit cuando cae gravemente herido en el cumplimiento de su deber. OmniCorp utilizará su extraordinaria robótica para salvar la vida de Alex en busca de una nueva oportunidad de imponer su poder. Es así que Alex regresa a la acción convertido en RoboCop: mitad hombre, mitad robot.";la fui a ver el sabado al cine, y la verdad que fue una decepciion. A mi me habia encantado la primera pelicula, pero esta remake es horrible, y no lo digo por no seguir la historia original, sino el guion es malo, tiene tan solo 3 momentos de accion que entreverados que no se deja apreciar correctamente las escenas. Es aburrida, queres que termine, y para colmo de males se ve que al director le gusta las canciones de Frank Sinatra, ya que en varios momentos de la pelicula pone temas de este artista.;1;2014-02-24 09:55:03.000
RoboCop (2014);2014;0;Acción-Ciencia ficción;108';"Es el a&ntilde;o 2028 y OmniCorp es la compa&ntilde;ía líder mundial en tecnología robótica, una tecnología que gana guerras en todo el mundo. Alex Murphy (Joel Kinnaman) es un esposo, padre y policía que hace todo lo posible para detener la ola de crimen y corrupción en Detroit cuando cae gravemente herido en el cumplimiento de su deber. OmniCorp utilizará su extraordinaria robótica para salvar la vida de Alex en busca de una nueva oportunidad de imponer su poder. Es así que Alex regresa a la acción convertido en RoboCop: mitad hombre, mitad robot.";Es distinta a la original es muchos aspectos y eso le hace bien, ya que repetir la historia nunca es bueno. Si bien tiene bastante acción, carece de gore y sangre, así que está bien su clasificación. La historia es lineal, propia para un público menor. A Jackson lo podría escuchar despotricar por horas, como si fuera música, Oldman está correcto, como que la lleva de taquito y keaton ni se despeina para hacer un villano agradable. Kinnaman es un buen Robocop, mucho más expresivo que el original. Entretiene y gusta.;3;2014-02-17 15:29:57.000
RoboCop (2014);2014;0;Acción-Ciencia ficción;108';"Es el a&ntilde;o 2028 y OmniCorp es la compa&ntilde;ía líder mundial en tecnología robótica, una tecnología que gana guerras en todo el mundo. Alex Murphy (Joel Kinnaman) es un esposo, padre y policía que hace todo lo posible para detener la ola de crimen y corrupción en Detroit cuando cae gravemente herido en el cumplimiento de su deber. OmniCorp utilizará su extraordinaria robótica para salvar la vida de Alex en busca de una nueva oportunidad de imponer su poder. Es así que Alex regresa a la acción convertido en RoboCop: mitad hombre, mitad robot.";bien se mira bien, igual la comparación es ineludible, y bue nos quedamso con la primera, me parece que la pelí se sositiene mucho por las actuciones, que por la propia historia......pero tambien tiene betas filosóficas, sobre lo humano , que es ser hombre..........;3;2014-02-17 15:02:27.000
RoboCop (2014);2014;0;Acción-Ciencia ficción;108';"Es el a&ntilde;o 2028 y OmniCorp es la compa&ntilde;ía líder mundial en tecnología robótica, una tecnología que gana guerras en todo el mundo. Alex Murphy (Joel Kinnaman) es un esposo, padre y policía que hace todo lo posible para detener la ola de crimen y corrupción en Detroit cuando cae gravemente herido en el cumplimiento de su deber. OmniCorp utilizará su extraordinaria robótica para salvar la vida de Alex en busca de una nueva oportunidad de imponer su poder. Es así que Alex regresa a la acción convertido en RoboCop: mitad hombre, mitad robot.";No hay como el original, la copia siempre es inferior, y este es otro de esos casos. La base de la pelicula de los años 80, está, pero en esta remake hay muchas cosas que han cambiado: 1) el ataque a Murphy, 2) la muerte del creador de los robots, 3) la relacion con su esposa e hijo, 4) el final, y tantas otras cosas mas. Aquella historia estaba mejor contada que ésta, donde solo rescato las actuaciones, que estan correctas, en especial la de los actores conocidos, llamese Keaton, Oldman, Haley y Jackson, lo demas es un despilfarro de efectos especiales que no conducen a nada. Regularota para abajo, el mejor espectaculo esta en el original, que hasta humor tenia.;2;2014-02-16 00:50:22.000
RoboCop (2014);2014;0;Acción-Ciencia ficción;108';"Es el a&ntilde;o 2028 y OmniCorp es la compa&ntilde;ía líder mundial en tecnología robótica, una tecnología que gana guerras en todo el mundo. Alex Murphy (Joel Kinnaman) es un esposo, padre y policía que hace todo lo posible para detener la ola de crimen y corrupción en Detroit cuando cae gravemente herido en el cumplimiento de su deber. OmniCorp utilizará su extraordinaria robótica para salvar la vida de Alex en busca de una nueva oportunidad de imponer su poder. Es así que Alex regresa a la acción convertido en RoboCop: mitad hombre, mitad robot.";Padilha nos presenta a un Robocop más moderno en un contexto más Futurista que la original gracias a los avances tecnológicos de hoy en día, ya mencionado lo técnico aprovecho para destacar sus efectos especiales que están muy bien logrados, la banda sonora de la película también me ha resultado positiva y por supuesto no podía faltar el tema principal que caracteriza a la original, las actuaciones del elenco están correctas, se destaca la de Gary Oldman y la de Kinnaman, que para ser su primer gran papel en una película de semejante presupuesto le salió bien. Disfrutable.;3;2014-02-15 22:13:49.000
El lugar del hijo;2014;0;Drama;120';<em>El lugar del hijo</em> es la historia de Ariel (Felipe Dieste), un joven que estudia en Montevideo donde se ha convertido en un militante gremial. Cuando le avisan que su padre ha muerto, Ariel debe viajar a Salto, asistir al entierro y hacer frente a su legado. Allí encuentra que su padre le dejó un campo endeudado, un perro viejo y una casa en la ciudad con una amante que pretende quedarse con el lugar y se instala a vivir allí con él. Premiada en La Habana, <em>El lugar del hijo</em> es el segundo largometraje del uruguayo Manuel Nieto (<em>La perrera</em>).;bien. aunque no me generó empatía o un sentimiento similar;3;2014-05-12 15:39:23.000
El lugar del hijo;2014;0;Drama;120';<em>El lugar del hijo</em> es la historia de Ariel (Felipe Dieste), un joven que estudia en Montevideo donde se ha convertido en un militante gremial. Cuando le avisan que su padre ha muerto, Ariel debe viajar a Salto, asistir al entierro y hacer frente a su legado. Allí encuentra que su padre le dejó un campo endeudado, un perro viejo y una casa en la ciudad con una amante que pretende quedarse con el lugar y se instala a vivir allí con él. Premiada en La Habana, <em>El lugar del hijo</em> es el segundo largometraje del uruguayo Manuel Nieto (<em>La perrera</em>).;Repite características del cine uruguayo con escenas muuuuuy largas. Creo que le falta enganche. La introducción es muy larga. Porque el cine uruguayo tiene que ser tan explicito?. El personaje tiene que viajar a Salto, por lo tanto aparece subiendo al ómnibus en tres cruces, viajando y luego bajándose en Salto. CINE URUGUAYO: PUEDE Y DEBE MEJORAR.;3;2014-05-11 20:35:45.000
El lugar del hijo;2014;0;Drama;120';<em>El lugar del hijo</em> es la historia de Ariel (Felipe Dieste), un joven que estudia en Montevideo donde se ha convertido en un militante gremial. Cuando le avisan que su padre ha muerto, Ariel debe viajar a Salto, asistir al entierro y hacer frente a su legado. Allí encuentra que su padre le dejó un campo endeudado, un perro viejo y una casa en la ciudad con una amante que pretende quedarse con el lugar y se instala a vivir allí con él. Premiada en La Habana, <em>El lugar del hijo</em> es el segundo largometraje del uruguayo Manuel Nieto (<em>La perrera</em>).;La fotografía es muy buena, pero lo demas deja mucho que desear. Sin criticar las actuaciones, que se nota no son (en su mayoría) actores profesionales, la historia está llena de clichés que a mi entender reproducen un imaginario social en relación a los jovenes estudiantes, trabajadores rurales, obreros y profesionales timadores: tiende a generalizar y mostrar el estereotipo de estos roles.;2;2014-03-30 16:21:34.000
El lugar del hijo;2014;0;Drama;120';<em>El lugar del hijo</em> es la historia de Ariel (Felipe Dieste), un joven que estudia en Montevideo donde se ha convertido en un militante gremial. Cuando le avisan que su padre ha muerto, Ariel debe viajar a Salto, asistir al entierro y hacer frente a su legado. Allí encuentra que su padre le dejó un campo endeudado, un perro viejo y una casa en la ciudad con una amante que pretende quedarse con el lugar y se instala a vivir allí con él. Premiada en La Habana, <em>El lugar del hijo</em> es el segundo largometraje del uruguayo Manuel Nieto (<em>La perrera</em>).;Carencias de Lenguaje filmico??? Yo creo que es la película más cercana a un neorrealismo italiano al estilo antonioni visconti etc etc…Como se puede decir falta de lenguaje fílmico?? En todo caso será falta de lenguaje fílmico clásico por que lo plantea y como lo desarrolla no se acerca a una película convencional. A medida que pasa el tiempo y continuo pensando en esta película, le encuentro cada vez más cosas interesantes. No es para todo el mundo claro está, pero tiene muchos méritos esta película.;4;2014-03-22 12:43:16.000
El lugar del hijo;2014;0;Drama;120';<em>El lugar del hijo</em> es la historia de Ariel (Felipe Dieste), un joven que estudia en Montevideo donde se ha convertido en un militante gremial. Cuando le avisan que su padre ha muerto, Ariel debe viajar a Salto, asistir al entierro y hacer frente a su legado. Allí encuentra que su padre le dejó un campo endeudado, un perro viejo y una casa en la ciudad con una amante que pretende quedarse con el lugar y se instala a vivir allí con él. Premiada en La Habana, <em>El lugar del hijo</em> es el segundo largometraje del uruguayo Manuel Nieto (<em>La perrera</em>).;En general muy bien, un buen tema con carencias de lenguaje fílmico, me gusto verla! la encontré interesante. Considero importante continuar trabajando por este mismo camino. La película hay que verla!!;3;2014-03-18 22:06:48.000
El lugar del hijo;2014;0;Drama;120';<em>El lugar del hijo</em> es la historia de Ariel (Felipe Dieste), un joven que estudia en Montevideo donde se ha convertido en un militante gremial. Cuando le avisan que su padre ha muerto, Ariel debe viajar a Salto, asistir al entierro y hacer frente a su legado. Allí encuentra que su padre le dejó un campo endeudado, un perro viejo y una casa en la ciudad con una amante que pretende quedarse con el lugar y se instala a vivir allí con él. Premiada en La Habana, <em>El lugar del hijo</em> es el segundo largometraje del uruguayo Manuel Nieto (<em>La perrera</em>).;A mi me gustó mucho, y quisiera volver a verla! porque considero que tiene mucho contenido en los diferentes aspectos sociales y humanos que enfoca. Buena actuación del protaganista, muy real, muy natural. Ambientes un poco oscuros, vacíos, posiblemente eran parte de la atmósfera que quería lograr el director.;5;2014-03-18 21:54:43.000
